# Description of the experiment:
#
# - We generate the costs to up to 10.000 tasks for 100 resources.
# All costs follow linear functions with RNG seeds [0..99].
# - We schedule from 1.000 to 10.000 tasks with steps of 1000.
# - We run OLAR and the extended versions of Fed-LBAP, FedAvg, and
# Proportional.
# - All resources have a lower limit of 4, except the resource with the
# highest cost for the number of tasks. That resource gets a minimum of
# (tasks/resources)/4.
# - All resources have an upper limit of 2*(tasks/resources), except the
# resource with the lowest cost for the number of tasks. That resource
# gets an upper limit of (tasks/resources)/2.
# - Each sample is composed of 100 executions of the schedulers.
# - We get 50 samples for each pair (scheduler, tasks)
# - The order of execution of the different schedulers is
# randomly defined. We set an initial RNG seed = 0 and increase
# it every time we need a new order.
Scheduler,Tasks,Resources,Time
Fed-LBAP,2000,100,0.5564265069999692
Proportional,2000,100,0.6473475360000407
FedAvg,2000,100,0.25465313799998057
OLAR,2000,100,0.3029014179999763
FedAvg,2000,100,0.25466920399998116
OLAR,2000,100,0.3061775050000506
Fed-LBAP,2000,100,0.5598422009999808
Proportional,2000,100,0.6487934489999816
Proportional,2000,100,0.6482948790000478
FedAvg,2000,100,0.25495291599997927
Fed-LBAP,2000,100,0.5587061990000279
OLAR,2000,100,0.3063007029999767
Fed-LBAP,2000,100,0.5580438139999728
OLAR,2000,100,0.30289976300002763
FedAvg,2000,100,0.25439882899996746
Proportional,2000,100,0.6506016029999842
Proportional,2000,100,0.6441744269999958
OLAR,2000,100,0.30514035300001296
FedAvg,2000,100,0.2575272340000083
Fed-LBAP,2000,100,0.5557114349999779
OLAR,2000,100,0.30507344900001954
Proportional,2000,100,0.648672567999995
Fed-LBAP,2000,100,0.5636389759999929
FedAvg,2000,100,0.25464445199997954
Proportional,2000,100,0.6481715660000305
Fed-LBAP,2000,100,0.5567984799999977
FedAvg,2000,100,0.2551283549999539
OLAR,2000,100,0.30403454700001475
Proportional,2000,100,0.6481396809999751
Fed-LBAP,2000,100,0.5558231619999674
FedAvg,2000,100,0.2542620670000133
