# Description of the experiment:
#
# - We generate the costs to up to 10.000 tasks for 10 and 100 resources.
# All costs follow nlogn functions with RNG seeds [200..299].
# - We schedule from 1.000 to 10.000 tasks in increments of 100.
# - We run OLAR, Fed-LBAP, FedAvg, Random, and Proportional.
# -- For Random, we generate three different results using three
# starting RNG seeds (7000, 8000, 9000). We increment the starting RNG seed
# each time we change the number of tasks.
# -- For Proportional, we generate three different results using
# three different values for k (1, #tasks/#resources, #tasks)
# - We use no lower or upper limits.
# - Every result is verified and logged to a CSV file.
Scheduler,Tasks,Resources,Makespan
OLAR,6900,10,19735.426495747528
Random-(seed:7000),7000,10,44660.21479611111
Random-(seed:8000),7000,10,65535.07242004992
Random-(seed:9000),7000,10,52799.710574305165
Proportional-(1),7000,10,45327.095292082005
Proportional-(tasks/res),7000,10,21376.60069863893
Proportional-(tasks),7000,10,21376.60069863893
FedAvg,7000,10,37942.483932738396
Fed-LBAP,7000,10,20069.857877195387
OLAR,7000,10,20069.857877195387
Random-(seed:7000),7100,10,66097.99543658896
Random-(seed:8000),7100,10,49040.603914638166
Random-(seed:9000),7100,10,62906.746563648376
Proportional-(1),7100,10,46092.69004561854
Proportional-(tasks/res),7100,10,21723.705146755452
Proportional-(tasks),7100,10,21723.705146755452
FedAvg,7100,10,38567.678397410986
Fed-LBAP,7100,10,20399.88823267303
OLAR,7100,10,20399.88823267303
Random-(seed:7000),7200,10,67782.51690563868
Random-(seed:8000),7200,10,44773.94592575039
Random-(seed:9000),7200,10,41352.34963594167
Proportional-(1),7200,10,46795.74799768739
Proportional-(tasks/res),7200,10,22071.41496810361
Proportional-(tasks),7200,10,22071.41496810361
FedAvg,7200,10,39194.0379332288
Fed-LBAP,7200,10,20734.42851965426
OLAR,7200,10,20734.42851965426
Random-(seed:7000),7300,10,77518.11664271768
Random-(seed:8000),7300,10,53718.87470069319
Random-(seed:9000),7300,10,56910.087926609514
Proportional-(1),7300,10,47564.078740519
Proportional-(tasks/res),7300,10,22419.72179776288
Proportional-(tasks),7300,10,22419.72179776288
FedAvg,7300,10,39821.546357662824
Fed-LBAP,7300,10,21069.179073972886
OLAR,7300,10,21069.179073972886
Random-(seed:7000),7400,10,52073.265159051916
Random-(seed:8000),7400,10,61176.18316008507
Random-(seed:9000),7400,10,61880.0095159696
Proportional-(1),7400,10,48333.807569569166
Proportional-(tasks/res),7400,10,22768.61749883836
Proportional-(tasks),7400,10,22768.61749883836
FedAvg,7400,10,40450.18793158071
Fed-LBAP,7400,10,21396.228101733777
OLAR,7400,10,21396.228101733777
