# Description of the experiment:
#
# - We generate the costs to up to 10.000 tasks for 10 and 100 resources.
# All costs follow quadratic functions with RNG seeds [300..399].
# - We schedule from 1.000 to 10.000 tasks in increments of 100.
# - We run OLAR, Fed-LBAP, FedAvg, Random, and Proportional.
# -- For Random, we generate three different results using three
# starting RNG seeds (10000, 11000, 12000). We increment the starting RNG seed
# each time we change the number of tasks.
# -- For Proportional, we generate three different results using
# three different values for k (1, #tasks/#resources, #tasks)
# - We use no lower or upper limits.
# - Every result is verified and logged to a CSV file.
Scheduler,Tasks,Resources,Makespan
Random-(seed:11000),6500,10,7139996.90435544
Random-(seed:12000),6500,10,12730478.381615352
Proportional-(1),6500,10,3464495.1878317283
Proportional-(tasks/res),6500,10,5631997.309279641
Proportional-(tasks),6500,10,5678767.7103591
FedAvg,6500,10,3999618.9706309256
Fed-LBAP,6500,10,1888231.1478813188
OLAR,6500,10,1888231.1478813188
Random-(seed:10000),6600,10,6496330.580958945
Random-(seed:11000),6600,10,8648008.282120379
Random-(seed:12000),6600,10,5799095.042085085
Proportional-(1),6600,10,3573686.681671722
Proportional-(tasks/res),6600,10,5804434.280958188
Proportional-(tasks),6600,10,5857201.248958204
FedAvg,6600,10,4123544.708224462
Fed-LBAP,6600,10,1946832.1623632475
OLAR,6600,10,1946832.1623632475
Random-(seed:10000),6700,10,7478844.529182191
Random-(seed:11000),6700,10,10214071.603976587
Random-(seed:12000),6700,10,5580551.666972034
Proportional-(1),6700,10,3684572.294170639
Proportional-(tasks/res),6700,10,5984816.124759194
Proportional-(tasks),6700,10,6033026.266079765
FedAvg,6700,10,4249361.149185617
Fed-LBAP,6700,10,2005194.8706500782
OLAR,6700,10,2005194.8706500782
Random-(seed:10000),6800,10,6104557.374407688
Random-(seed:11000),6800,10,15278054.699243167
Random-(seed:12000),6800,10,5161929.444056806
Proportional-(1),6800,10,3797152.02532848
Proportional-(tasks/res),6800,10,6162532.143988482
Proportional-(tasks),6800,10,6216898.823367512
FedAvg,6800,10,4377068.293514391
Fed-LBAP,6800,10,2065666.7338738616
OLAR,6800,10,2065666.7338738616
Random-(seed:10000),6900,10,8726139.43111593
Random-(seed:11000),6900,10,8482723.956893167
Random-(seed:12000),6900,10,9993106.950700602
Proportional-(1),6900,10,3911425.8751452453
Proportional-(tasks/res),6900,10,6348353.006478131
Proportional-(tasks),6900,10,6398002.888039813
FedAvg,6900,10,4506666.141210785
Fed-LBAP,6900,10,2126773.123217677
OLAR,6900,10,2126773.123217677
Random-(seed:10000),7000,10,9068931.78313312
Random-(seed:11000),7000,10,9472911.369109992
Random-(seed:12000),7000,10,7146642.40506557
Proportional-(1),7000,10,4019054.234794695
Proportional-(tasks/res),7000,10,6536933.9680038085
Proportional-(tasks),7000,10,6587314.464016203
FedAvg,7000,10,4638154.692274797
Fed-LBAP,7000,10,2189086.408823332
OLAR,7000,10,2189086.408823332
Random-(seed:10000),7100,10,7408515.886088656
Random-(seed:11000),7100,10,13668545.38718652
Random-(seed:12000),7100,10,8778215.045197478
Proportional-(1),7100,10,4136595.3134536697
Proportional-(tasks/res),7100,10,6722607.954436453
Proportional-(tasks),7100,10,6773697.576239246
FedAvg,7100,10,4771533.946706427
Fed-LBAP,7100,10,2251747.803515967
OLAR,7100,10,2251747.803515967
Random-(seed:10000),7200,10,10139055.987220947
Random-(seed:11000),7200,10,7940671.59283453
Random-(seed:12000),7200,10,4338984.620705089
Proportional-(1),7200,10,4255830.510771568
Proportional-(tasks/res),7200,10,6916627.934650772
Proportional-(tasks),7200,10,6968448.170904278
FedAvg,7200,10,4906803.9045056775
Fed-LBAP,7200,10,2316584.6553876507
